Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2021-11-01 00:00:00-04:00,20.276412305145755,20.50847403483944,18.207193832180014,18.236202239990234,3823800,0.0,0.0,0.0
2021-11-02 00:00:00-04:00,18.33289109355943,19.02907804523445,17.472328716363883,17.5496826171875,2391600,0.0,0.0,0.0
2021-11-03 00:00:00-04:00,17.607699143431883,17.907447149438827,16.254004836823174,16.341028213500977,3792100,0.0,0.0,0.0
2021-11-04 00:00:00-04:00,16.582758934693395,17.158080335756715,16.118635501765276,16.68912124633789,2740000,0.0,0.0,0.0
2021-11-05 00:00:00-04:00,17.17258075375242,17.975128080991272,16.65044059556069,17.385303497314453,3180400,0.0,0.0,0.0
2021-11-08 00:00:00-05:00,17.317622400647622,17.907447097701393,16.959861270239283,17.733400344848633,1478900,0.0,0.0,0.0
2021-11-09 00:00:00-05:00,17.82042312540292,18.680985547663514,17.752738689170638,18.410247802734375,2457400,0.0,0.0,0.0
2021-11-10 00:00:00-05:00,18.719663612022018,19.696257823626738,17.830092774816112,19.5222110748291,3025900,0.0,0.0,0.0
2021-11-11 00:00:00-05:00,19.241800781671582,19.657578689553844,18.864700746272536,19.483531951904297,1284500,0.0,0.0,0.0
2021-11-12 00:00:00-05:00,19.232130787859795,19.957324278735502,19.06872176059348,19.406177520751953,1699200,0.0,0.0,0.0
2021-11-15 00:00:00-05:00,19.1644479757672,20.730866859834848,19.1644479757672,20.653512954711914,1597400,0.0,0.0,0.0
2021-11-16 00:00:00-05:00,20.60323389901702,21.14664589466644,20.13137376216689,20.21839714050293,1358500,0.0,0.0,0.0
2021-11-17 00:00:00-05:00,20.344098033102487,21.11763711090528,20.160381810525834,21.040283203125,1185200,0.0,0.0,0.0
2021-11-18 00:00:00-05:00,20.37310433575302,21.58949511945364,20.131373146492994,21.320690155029297,1568400,0.0,0.0,0.0
2021-11-19 00:00:00-05:00,21.533415629004303,21.825426961380085,20.87590647326941,21.5430850982666,1339000,0.0,0.0,0.0
2021-11-22 00:00:00-05:00,21.253007448700377,23.041818763819915,21.243337979030645,22.9257869720459,1637300,0.0,0.0,0.0
2021-11-23 00:00:00-05:00,23.080494989059723,25.188389430961372,22.771077514582636,22.85810089111328,2495700,0.0,0.0,0.0
2021-11-24 00:00:00-05:00,23.41891534805315,24.105432837561438,22.248937357390595,22.52934455871582,2140600,0.0,0.0,0.0
2021-11-26 00:00:00-05:00,22.91611815214691,25.326661671705896,22.219931126316773,24.32782745361328,2250800,0.0,0.0,0.0
2021-11-29 00:00:00-05:00,23.003140941787706,25.51714384414172,22.677285556455136,25.43012046813965,1809500,0.0,0.0,0.0
2021-11-30 00:00:00-05:00,26.039284755247863,27.035216103474184,24.32782744316721,24.540550231933594,2375300,0.0,0.0,0.0
2021-12-01 00:00:00-05:00,24.13444068686263,27.286615568633845,23.331893224381123,27.17058563232422,3255100,0.0,0.0,0.0
2021-12-02 00:00:00-05:00,27.2092625962882,27.915119084143527,25.159383104722806,25.410783767700195,2292200,0.0,0.0,0.0
2021-12-03 00:00:00-05:00,25.05302049142208,29.297819615848855,24.878973738794198,28.737003326416016,2698200,0.0,0.0,0.0
2021-12-06 00:00:00-05:00,28.901377567723433,30.777211929091873,27.9731307771055,28.74666976928711,1798200,0.0,0.0,0.0
2021-12-07 00:00:00-05:00,27.054553443382055,27.064222911972333,22.925784412723242,24.356834411621094,6161800,0.0,0.0,0.0
2021-12-08 00:00:00-05:00,24.028082282469814,25.18839096650938,23.050521593727805,23.41891860961914,3348100,0.0,0.0,0.0
2021-12-09 00:00:00-05:00,23.699325903465617,26.397045003739553,23.29321743367289,26.30035400390625,3475200,0.0,0.0,0.0
2021-12-10 00:00:00-05:00,26.12630953385526,27.84743456309013,25.184523842779523,27.605703353881836,2388800,0.0,0.0,0.0
2021-12-13 00:00:00-05:00,27.054553192432945,28.717664889283352,25.739536828816103,26.83216094970703,2419300,0.0,0.0,0.0
2021-12-14 00:00:00-05:00,27.847431770645798,29.242704937496192,27.025547217163563,28.35023307800293,2372600,0.0,0.0,0.0
2021-12-15 00:00:00-05:00,28.156850015090253,29.868305450346188,24.56955817195931,24.675920486450195,2840900,0.0,0.0,0.0
2021-12-16 00:00:00-05:00,24.269811111441882,27.276945770070547,23.960395492674145,26.812822341918945,3417100,0.0,0.0,0.0
2021-12-17 00:00:00-05:00,27.402648900324955,27.636645261904373,22.19092483355516,22.819425582885742,5706300,0.0,0.0,0.0
2021-12-20 00:00:00-05:00,23.341563818807852,24.840298348476743,21.958861075307027,22.722732543945312,3302500,0.0,0.0,0.0
2021-12-21 00:00:00-05:00,22.422985210313254,23.534948291137656,22.229599524838324,22.30695343017578,3416600,0.0,0.0,0.0
2021-12-22 00:00:00-05:00,22.829094481384185,23.757341378246178,21.891176271217738,22.31662368774414,3189600,0.0,0.0,0.0
2021-12-23 00:00:00-05:00,22.364967016693715,22.800083860005103,20.730865636840857,21.20465850830078,2540200,0.0,0.0,0.0
2021-12-27 00:00:00-05:00,21.56242068756225,23.02247724753535,21.56242068756225,22.964462280273438,2045800,0.0,0.0,0.0
2021-12-28 00:00:00-05:00,23.13850953955191,24.19245766354391,21.517943084754954,24.057086944580078,2709400,0.0,0.0,0.0
2021-12-29 00:00:00-05:00,24.21179751215004,25.105235807320224,23.892710562469446,24.32782745361328,2293600,0.0,0.0,0.0
2021-12-30 00:00:00-05:00,24.608235263611306,24.762943073797018,22.432654608079314,24.076425552368164,3383100,0.0,0.0,0.0
2021-12-31 00:00:00-05:00,23.844362763553214,24.985334195500222,22.97896472135887,24.888641357421875,2084200,0.0,0.0,0.0
2022-01-03 00:00:00-05:00,24.48253302000831,25.93292006474115,22.480999193358997,22.57769203186035,3632400,0.0,0.0,0.0
2022-01-04 00:00:00-05:00,22.46165986214259,25.575158510457875,22.43071867075931,24.90797996520996,4174600,0.0,0.0,0.0
2022-01-05 00:00:00-05:00,25.285081403406373,29.14311086742232,24.29398392076499,29.056087493896484,4631200,0.0,0.0,0.0
2022-01-06 00:00:00-05:00,28.82402472952622,31.30902275244082,27.42198502405475,28.901378631591797,3598700,0.0,0.0,0.0
2022-01-07 00:00:00-05:00,28.930388212662226,31.038282590713745,27.267278328505384,30.922252655029297,3406800,0.0,0.0,0.0
2022-01-10 00:00:00-05:00,31.724802567065556,33.513611889964324,30.651515497916208,30.835229873657227,3556700,0.0,0.0,0.0
2022-01-11 00:00:00-05:00,31.42505451566477,32.06322470598034,29.017412098699197,29.984336853027344,2705300,0.0,0.0,0.0
